;Unnamed: 0;Tweet;Emosi;step01;tokens;tokens_perbaikan;final_tokens;step02;ProcessedText
776;776.0;Hahaha niaga online tapi sekarang ni covid duit masuk virus pun masuk nnti.;1.0;hahaha niaga online tapi sekarang ni covid duit masuk virus pun masuk nnti;['hahaha', 'niaga', 'online', 'tapi', 'sekarang', 'ni', 'covid', 'duit', 'masuk', 'virus', 'pun', 'masuk', 'nnti'];['hahaha', 'niaga', 'online', 'tapi', 'sekarang', 'ini', 'covid', 'duit', 'masuk', 'virus', 'pun', 'masuk', 'nanti'];['hahaha', 'niaga', 'online', 'tapi', 'sekarang', 'ini', 'covid', 'duit', 'masuk', 'virus', 'pun', 'masuk', 'nanti'];hahaha niaga online tapi sekarang ini covid duit masuk virus pun masuk nanti;hahaha niaga online sekarang covid duit masuk virus masuk
777;777.0;When i dirumahkan kemudian ngeluh ga gajian utuh pen balik lgsg di ocehin mak dewe, skrg fikirkan gmn biar ttp sehat kalo punya sisa duit dipake dlu buat biaya hidup kedepan kalo udah gapunya lebih baik mama ngasih duit drpd balik malah bawa penyakit. thx covid;-2.0;when dirumahkan kemudian ngeluh ga gajian utuh pen balik lgsg di ocehin mak dewe skrg fikirkan gmn biar ttp sehat kalo punya sisa duit dipake dlu buat biaya hidup kedepan kalo udah gapunya lebih baik mama ngasih duit drpd balik malah bawa penyakit thx covid;['when', 'dirumahkan', 'kemudian', 'ngeluh', 'ga', 'gajian', 'utuh', 'pen', 'balik', 'lgsg', 'di', 'ocehin', 'mak', 'dewe', 'skrg', 'fikirkan', 'gmn', 'biar', 'ttp', 'sehat', 'kalo', 'punya', 'sisa', 'duit', 'dipake', 'dlu', 'buat', 'biaya', 'hidup', 'kedepan', 'kalo', 'udah', 'gapunya', 'lebih', 'baik', 'mama', 'ngasih', 'duit', 'drpd', 'balik', 'malah', 'bawa', 'penyakit', 'thx', 'covid'];['when', 'dirumahkan', 'kemudian', 'ngeluh', 'tidak', 'gajian', 'utuh', 'pen', 'balik', 'langsung', 'di', 'ocehin', 'mak', 'dewe', 'sekarang', 'fikirkan', 'bagaimana', 'biar', 'tetap', 'sehat', 'kalau', 'punya', 'sisa', 'duit', 'dipakai', 'dulu', 'buat', 'biaya', 'hidup', 'kedepan', 'kalau', 'sudah', 'gapunya', 'lebih', 'baik', 'mama', 'memberi', 'duit', 'daripada', 'balik', 'malah', 'bawa', 'penyakit', 'terimakasih', 'covid'];['when', 'dirumahkan', 'kemudian', 'ngeluh', 'tidak', 'gajian', 'utuh', 'pen', 'balik', 'langsung', 'di', 'ocehin', 'mak', 'dewe', 'sekarang', 'fikirkan', 'bagaimana', 'biar', 'tetap', 'sehat', 'kalau', 'punya', 'sisa', 'duit', 'dipakai', 'dulu', 'buat', 'biaya', 'hidup', 'kedepan', 'kalau', 'sudah', 'gapunya', 'lebih', 'baik', 'mama', 'memberi', 'duit', 'daripada', 'balik', 'malah', 'bawa', 'penyakit', 'terimakasih', 'covid'];when dirumahkan kemudian ngeluh tidak gajian utuh pen balik langsung di ocehin mak dewe sekarang fikirkan bagaimana biar tetap sehat kalau punya sisa duit dipakai dulu buat biaya hidup kedepan kalau sudah gapunya lebih baik mama memberi duit daripada balik malah bawa penyakit terimakasih covid;when rumah kemudian ngeluh gaji utuh pen balik langsung ocehin mak dewe sekarang fikirkan bagaimana biar tetap sehat kalau punya sisa duit pakai dulu buat biaya hidup depan kalau gapunya lebih baik mama beri duit balik malah bawa sakit terimakasih covid
778;778.0;RM0 MKN : Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935.Huh? ;1.0;rm0 mkn talian sokongan emosi dan psikososial covid number beroperasi setiap hari number pagi number petang hubungi number number number number atau number number huh;['rm0', 'mkn', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'covid', 'number', 'beroperasi', 'setiap', 'hari', 'number', 'pagi', 'number', 'petang', 'hubungi', 'number', 'number', 'number', 'number', 'atau', 'number', 'number', 'huh'];['rm0', 'makan', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'covid', 'number', 'beroperasi', 'setiap', 'hari', 'number', 'pagi', 'number', 'petang', 'hubungi', 'number', 'number', 'number', 'number', 'atau', 'number', 'number', 'huh'];['rm0', 'makan', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'covid', 'number', 'beroperasi', 'setiap', 'hari', 'number', 'pagi', 'number', 'petang', 'hubungi', 'number', 'number', 'number', 'number', 'atau', 'number', 'number', 'huh'];rm0 makan talian sokongan emosi dan psikososial covid number beroperasi setiap hari number pagi number petang hubungi number number number number atau number number huh;rm0 makan tali sokong emosi psikososial covid number operasi hari number pagi number petang hubung number number number number number number huh
779;779.0;Sebaran 330 Orang kasus baru COVID-19 di Indonesia pada tanggal 11 April 2020 - Jakarta: 196 Orang- Banten: 36- Jabar: 32- Papua: 24- Jatim: 11- Sulsel: 11- Sulteng: 5- Bali: 4- Riau: 3- Jambi: 2- NTB: 2- Sulbar: 2- Babel: 1- Sultra: 1 Orang;-1.0;sebaran number orang kasus baru covid number di indonesia pada tanggal date jakarta number orang banten number jabar number papua number jatim number sulsel number sulteng number bali number riau number jambi number ntb number sulbar number babel number sultra number orang;['sebaran', 'number', 'orang', 'kasus', 'baru', 'covid', 'number', 'di', 'indonesia', 'pada', 'tanggal', 'date', 'jakarta', 'number', 'orang', 'banten', 'number', 'jabar', 'number', 'papua', 'number', 'jatim', 'number', 'sulsel', 'number', 'sulteng', 'number', 'bali', 'number', 'riau', 'number', 'jambi', 'number', 'ntb', 'number', 'sulbar', 'number', 'babel', 'number', 'sultra', 'number', 'orang'];['sebaran', 'number', 'orang', 'kasus', 'baru', 'covid', 'number', 'di', 'indonesia', 'pada', 'tanggal', 'date', 'jakarta', 'number', 'orang', 'banten', 'number', 'jabar', 'number', 'papua', 'number', 'jatim', 'number', 'sulsel', 'number', 'sulteng', 'number', 'bali', 'number', 'riau', 'number', 'jambi', 'number', 'ntb', 'number', 'sulbar', 'number', 'babel', 'number', 'sultra', 'number', 'orang'];['sebaran', 'number', 'orang', 'kasus', 'baru', 'covid', 'number', 'di', 'indonesia', 'pada', 'tanggal', 'date', 'jakarta', 'number', 'orang', 'banten', 'number', 'jabar', 'number', 'papua', 'number', 'jatim', 'number', 'sulsel', 'number', 'sulteng', 'number', 'bali', 'number', 'riau', 'number', 'jambi', 'number', 'ntb', 'number', 'sulbar', 'number', 'babel', 'number', 'sultra', 'number', 'orang'];sebaran number orang kasus baru covid number di indonesia pada tanggal date jakarta number orang banten number jabar number papua number jatim number sulsel number sulteng number bali number riau number jambi number ntb number sulbar number babel number sultra number orang;sebar number orang kasus baru covid number indonesia tanggal date jakarta number orang banten number jabar number papua number jatim number sulsel number sulteng number bal number riau number jambi number ntb number sulbar number babel number sultra number orang
780;780.0;Indigo indigo apaan lagi covid juga masih belain pemerintah kan lu.;-2.0;indigo indigo apaan lagi covid juga masih belain pemerintah kan lu;['indigo', 'indigo', 'apaan', 'lagi', 'covid', 'juga', 'masih', 'belain', 'pemerintah', 'kan', 'lu'];['indigo', 'indigo', 'apaan', 'lagi', 'covid', 'juga', 'masih', 'belain', 'pemerintah', 'kan', 'kamu'];['indigo', 'indigo', 'apaan', 'lagi', 'covid', 'juga', 'masih', 'belain', 'pemerintah', 'kan', 'kamu'];indigo indigo apaan lagi covid juga masih belain pemerintah kan kamu;indigo indigo apa covid masih bain perintah kan kamu
781;781.0;Pengen rasanya nebar tanah kuburan ke rumah orang-orang yang nolak jenazah pasien covid-19 biar rumahnya serem terus. Huffttt ;-2.0;pengen rasanya nebar tanah kuburan ke rumah orang orang yang nolak jenazah pasien covid number biar rumahnya serem terus huffttt;['pengen', 'rasanya', 'nebar', 'tanah', 'kuburan', 'ke', 'rumah', 'orang', 'orang', 'yang', 'nolak', 'jenazah', 'pasien', 'covid', 'number', 'biar', 'rumahnya', 'serem', 'terus', 'huffttt'];['ingin', 'rasanya', 'nebar', 'tanah', 'kuburan', 'ke', 'rumah', 'orang', 'orang', 'yang', 'nolak', 'jenazah', 'pasien', 'covid', 'number', 'biar', 'rumahnya', 'serem', 'terus', 'huffttt'];['ingin', 'rasanya', 'nebar', 'tanah', 'kuburan', 'ke', 'rumah', 'orang', 'orang', 'yang', 'nolak', 'jenazah', 'pasien', 'covid', 'number', 'biar', 'rumahnya', 'serem', 'terus', 'huffttt'];ingin rasanya nebar tanah kuburan ke rumah orang orang yang nolak jenazah pasien covid number biar rumahnya serem terus huffttt;rasa nebar tanah kubur rumah orang orang nolak jenazah pasien covid number biar rumah rem terus huffttt
782;782.0;Hrus ditindak org2 yg menolak, coba kl keluarganya yg kena covid.;-2.0;hrus ditindak org2 yg menolak coba kl keluarganya yg kena covid;['hrus', 'ditindak', 'org2', 'yg', 'menolak', 'coba', 'kl', 'keluarganya', 'yg', 'kena', 'covid'];['harus', 'ditindak', 'org2', 'yang', 'menolak', 'coba', 'kalau', 'keluarganya', 'yang', 'kena', 'covid'];['harus', 'ditindak', 'org2', 'yang', 'menolak', 'coba', 'kalau', 'keluarganya', 'yang', 'kena', 'covid'];harus ditindak org2 yang menolak coba kalau keluarganya yang kena covid;tindak org2 tolak coba kalau keluarga kena covid
783;783.0;Aku udh resigned mas dr perhotelan, tp msh hrs tetap dan suka nomaden  krn ada beberapa yg di urus. InshaAllah bisa ketemuan ya mas bro, smoga COVID-19 ini cpt berganti dg kesehatan & kebahagiaan utk seluruh umat manusia di sini & dunia ;-1.0;aku udh resigned mas dr perhotelan tp msh hrs tetap dan suka nomaden krn ada beberapa yg di urus inshaallah bisa ketemuan ya mas bro smoga covid number ini cpt berganti dg kesehatan kebahagiaan utk seluruh umat manusia di sini dunia;['aku', 'udh', 'resigned', 'mas', 'dr', 'perhotelan', 'tp', 'msh', 'hrs', 'tetap', 'dan', 'suka', 'nomaden', 'krn', 'ada', 'beberapa', 'yg', 'di', 'urus', 'inshaallah', 'bisa', 'ketemuan', 'ya', 'mas', 'bro', 'smoga', 'covid', 'number', 'ini', 'cpt', 'berganti', 'dg', 'kesehatan', 'kebahagiaan', 'utk', 'seluruh', 'umat', 'manusia', 'di', 'sini', 'dunia'];['aku', 'sudah', 'resigned', 'mas', 'dari', 'perhotelan', 'tapi', 'masih', 'harus', 'tetap', 'dan', 'suka', 'nomaden', 'karena', 'ada', 'beberapa', 'yang', 'di', 'urus', 'inshaallah', 'bisa', 'ketemuan', 'iya', 'mas', 'kakak', 'semoga', 'covid', 'number', 'ini', 'cpt', 'berganti', 'dengan', 'kesehatan', 'kebahagiaan', 'untuk', 'seluruh', 'umat', 'manusia', 'di', 'sini', 'dunia'];['aku', 'sudah', 'resigned', 'mas', 'dari', 'perhotelan', 'tapi', 'masih', 'harus', 'tetap', 'dan', 'suka', 'nomaden', 'karena', 'ada', 'beberapa', 'yang', 'di', 'urus', 'inshaallah', 'bisa', 'ketemuan', 'iya', 'mas', 'kakak', 'semoga', 'covid', 'number', 'ini', 'cpt', 'berganti', 'dengan', 'kesehatan', 'kebahagiaan', 'untuk', 'seluruh', 'umat', 'manusia', 'di', 'sini', 'dunia'];aku sudah resigned mas dari perhotelan tapi masih harus tetap dan suka nomaden karena ada beberapa yang di urus inshaallah bisa ketemuan iya mas kakak semoga covid number ini cpt berganti dengan kesehatan kebahagiaan untuk seluruh umat manusia di sini dunia;aku resigned mas hotel masih tetap suka nomaden ada beberapa urus inshaallah ketemu iya mas kakak moga covid number cpt ganti sehat bahagia seluruh umat manusia di sini dunia
784;784.0;Wali Kota Bogor Bima Arya Dibolehkan Pulang Usai 22 Hari Dirawat karena Positif COVID-19;2.0;wali kota bogor bima arya dibolehkan pulang usai number hari dirawat karena positif covid number;['wali', 'kota', 'bogor', 'bima', 'arya', 'dibolehkan', 'pulang', 'usai', 'number', 'hari', 'dirawat', 'karena', 'positif', 'covid', 'number'];['wali', 'kota', 'bogor', 'bima', 'arya', 'dibolehkan', 'pulang', 'usai', 'number', 'hari', 'dirawat', 'karena', 'positif', 'covid', 'number'];['wali', 'kota', 'bogor', 'bima', 'arya', 'dibolehkan', 'pulang', 'usai', 'number', 'hari', 'dirawat', 'karena', 'positif', 'covid', 'number'];wali kota bogor bima arya dibolehkan pulang usai number hari dirawat karena positif covid number;wali kota bogor bima arya boleh pulang usai number hari rawat positif covid number
785;785.0;Bukan soal kemampuan dan tempat Ds , kita tak boleh tahu siapa yg ada Covid-19 tu,sama ada Si barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali pun..Kita sdg dlm proses mengekang wabak,;1.0;bukan soal kemampuan dan tempat ds kita tak boleh tahu siapa yg ada covid number tu sama ada si barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali pun kita sdg dlm proses mengekang wabak;['bukan', 'soal', 'kemampuan', 'dan', 'tempat', 'ds', 'kita', 'tak', 'boleh', 'tahu', 'siapa', 'yg', 'ada', 'covid', 'number', 'tu', 'sama', 'ada', 'si', 'barber', 'atau', 'dikalangan', 'pelanggan', 'itu', 'sendiri', 'hatta', 'dibuat', 'di', 'rumah', 'sekali', 'pun', 'kita', 'sdg', 'dlm', 'proses', 'mengekang', 'wabak'];['bukan', 'soal', 'kemampuan', 'dan', 'tempat', 'ds', 'kita', 'tak', 'boleh', 'tahu', 'siapa', 'yang', 'ada', 'covid', 'number', 'itu', 'sama', 'ada', 'sih', 'barber', 'atau', 'dikalangan', 'pelanggan', 'itu', 'sendiri', 'hatta', 'dibuat', 'di', 'rumah', 'sekali', 'pun', 'kita', 'sdg', 'dalam', 'proses', 'mengekang', 'wabak'];['bukan', 'soal', 'kemampuan', 'dan', 'tempat', 'ds', 'kita', 'tak', 'boleh', 'tahu', 'siapa', 'yang', 'ada', 'covid', 'number', 'itu', 'sama', 'ada', 'sih', 'barber', 'atau', 'dikalangan', 'pelanggan', 'itu', 'sendiri', 'hatta', 'dibuat', 'di', 'rumah', 'sekali', 'pun', 'kita', 'sdg', 'dalam', 'proses', 'mengekang', 'wabak'];bukan soal kemampuan dan tempat ds kita tak boleh tahu siapa yang ada covid number itu sama ada sih barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali pun kita sdg dalam proses mengekang wabak;bukan soal mampu tempat ds tak tahu siapa covid number sama ada sih barber kalang langgan sendiri hatta buat rumah sekali kita sdg proses ekang wabak
786;786.0;Antara hadith yang paling dekat dengan isu Covid-19 dan Perintah Kawalan Pergerakan.Nabi S.A.W bersabda :Dua nikmat yang sering dilupakan oleh manusia :1. KESIHATAN2. WAKTU LAPANG(Hadith Riwayat Bukhari);-1.0;antara hadith yang paling dekat dengan isu covid number dan perintah kawalan pergerakan nabi bersabda dua nikmat yang sering dilupakan oleh manusia number kesihatan2 waktu lapang hadith riwayat bukhari;['antara', 'hadith', 'yang', 'paling', 'dekat', 'dengan', 'isu', 'covid', 'number', 'dan', 'perintah', 'kawalan', 'pergerakan', 'nabi', 'bersabda', 'dua', 'nikmat', 'yang', 'sering', 'dilupakan', 'oleh', 'manusia', 'number', 'kesihatan2', 'waktu', 'lapang', 'hadith', 'riwayat', 'bukhari'];['antara', 'hadith', 'yang', 'paling', 'dekat', 'dengan', 'isu', 'covid', 'number', 'dan', 'perintah', 'kawalan', 'pergerakan', 'nabi', 'bersabda', 'dua', 'nikmat', 'yang', 'sering', 'dilupakan', 'oleh', 'manusia', 'number', 'kesihatan2', 'waktu', 'lapang', 'hadith', 'riwayat', 'bukhari'];['antara', 'hadith', 'yang', 'paling', 'dekat', 'dengan', 'isu', 'covid', 'number', 'dan', 'perintah', 'kawalan', 'pergerakan', 'nabi', 'bersabda', 'dua', 'nikmat', 'yang', 'sering', 'dilupakan', 'oleh', 'manusia', 'number', 'kesihatan2', 'waktu', 'lapang', 'hadith', 'riwayat', 'bukhari'];antara hadith yang paling dekat dengan isu covid number dan perintah kawalan pergerakan nabi bersabda dua nikmat yang sering dilupakan oleh manusia number kesihatan2 waktu lapang hadith riwayat bukhari;hadith paling dekat isu covid number perintah kawal gera nabi sabda nikmat sering lupa manusia number kesihatan2 waktu lapang hadith riwayat bukhari
787;787.0;Pertamina Dan Hiswana Serahkan Sembako Dan APD Untuk Bantu Penanganan Covid-19 Di Sulsel;2.0;pertamina dan hiswana serahkan sembako dan apd untuk bantu penanganan covid number di sulsel;['pertamina', 'dan', 'hiswana', 'serahkan', 'sembako', 'dan', 'apd', 'untuk', 'bantu', 'penanganan', 'covid', 'number', 'di', 'sulsel'];['pertamina', 'dan', 'hiswana', 'serahkan', 'sembako', 'dan', 'apd', 'untuk', 'bantu', 'penanganan', 'covid', 'number', 'di', 'sulsel'];['pertamina', 'dan', 'hiswana', 'serahkan', 'sembako', 'dan', 'apd', 'untuk', 'bantu', 'penanganan', 'covid', 'number', 'di', 'sulsel'];pertamina dan hiswana serahkan sembako dan apd untuk bantu penanganan covid number di sulsel;pertamina hiswana serah sembako apd bantu tangan covid number sulsel
788;788.0;jangan buang waktu untuk merespons orang2 yg berprilaku negatif tetapi gunakan waktu yg ada untuk persiapan diri menghadapi goncangan di belakang pendemi COVID 19 kekuatan nya 5X lebih dari krisis di 1998 Pahami HUKUM. semoga semua dilalukan dari badai dgn selamatamin;-2.0;jangan buang waktu untuk merespons orang2 yg berprilaku negatif tetapi gunakan waktu yg ada untuk persiapan diri menghadapi goncangan di belakang pendemi covid number kekuatan nya 5 lebih dari krisis di number pahami hukum semoga semua dilalukan dari badai dgn selamatamin;['jangan', 'buang', 'waktu', 'untuk', 'merespons', 'orang2', 'yg', 'berprilaku', 'negatif', 'tetapi', 'gunakan', 'waktu', 'yg', 'ada', 'untuk', 'persiapan', 'diri', 'menghadapi', 'goncangan', 'di', 'belakang', 'pendemi', 'covid', 'number', 'kekuatan', 'nya', '5', 'lebih', 'dari', 'krisis', 'di', 'number', 'pahami', 'hukum', 'semoga', 'semua', 'dilalukan', 'dari', 'badai', 'dgn', 'selamatamin'];['jangan', 'buang', 'waktu', 'untuk', 'merespons', 'orang2', 'yang', 'berprilaku', 'negatif', 'tetapi', 'gunakan', 'waktu', 'yang', 'ada', 'untuk', 'persiapan', 'diri', 'menghadapi', 'goncangan', 'di', 'belakang', 'pendemi', 'covid', 'number', 'kekuatan', 'nya', '5', 'lebih', 'dari', 'krisis', 'di', 'number', 'pahami', 'hukum', 'semoga', 'semua', 'dilalukan', 'dari', 'badai', 'dengan', 'selamatamin'];['jangan', 'buang', 'waktu', 'untuk', 'merespons', 'orang2', 'yang', 'berprilaku', 'negatif', 'tetapi', 'gunakan', 'waktu', 'yang', 'ada', 'untuk', 'persiapan', 'diri', 'menghadapi', 'goncangan', 'di', 'belakang', 'pendemi', 'covid', 'number', 'kekuatan', 'nya', '5', 'lebih', 'dari', 'krisis', 'di', 'number', 'pahami', 'hukum', 'semoga', 'semua', 'dilalukan', 'dari', 'badai', 'dengan', 'selamatamin'];jangan buang waktu untuk merespons orang2 yang berprilaku negatif tetapi gunakan waktu yang ada untuk persiapan diri menghadapi goncangan di belakang pendemi covid number kekuatan nya 5 lebih dari krisis di number pahami hukum semoga semua dilalukan dari badai dengan selamatamin;jangan buang waktu respons orang2 berprilaku negatif guna waktu ada siap diri hadap goncangan belakang demi covid number kuat 5 lebih krisis number paham hukum moga semua lalu badai selamatamin
789;789.0;Amerika Egois! Potret Buruknya Negara Kapitalis Tangani COVID-19 | Muslimah TalkSimak di link berikut;-2.0;amerika egois potret buruknya negara kapitalis tangani covid number muslimah talksimak di link berikut;['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangani', 'covid', 'number', 'muslimah', 'talksimak', 'di', 'link', 'berikut'];['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangani', 'covid', 'number', 'muslimah', 'talksimak', 'di', 'link', 'berikut'];['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangani', 'covid', 'number', 'muslimah', 'talksimak', 'di', 'link', 'berikut'];amerika egois potret buruknya negara kapitalis tangani covid number muslimah talksimak di link berikut;amerika egois potret buruk negara kapitalis tangan covid number muslimah talksimak link ikut
790;790.0;Sore Sedulur Berikut data terbaru pasien COVID-19 di D.I. Yogyakarta, selengkapnya dapat di akses melalui;1.0;sore sedulur berikut data terbaru pasien covid number di yogyakarta selengkapnya dapat di akses melalui;['sore', 'sedulur', 'berikut', 'data', 'terbaru', 'pasien', 'covid', 'number', 'di', 'yogyakarta', 'selengkapnya', 'dapat', 'di', 'akses', 'melalui'];['sore', 'sedulur', 'berikut', 'data', 'terbaru', 'pasien', 'covid', 'number', 'di', 'yogyakarta', 'selengkapnya', 'dapat', 'di', 'akses', 'melalui'];['sore', 'sedulur', 'berikut', 'data', 'terbaru', 'pasien', 'covid', 'number', 'di', 'yogyakarta', 'selengkapnya', 'dapat', 'di', 'akses', 'melalui'];sore sedulur berikut data terbaru pasien covid number di yogyakarta selengkapnya dapat di akses melalui;sore dulur ikut data baru pasien covid number yogyakarta lengkap di akses lalu
791;791.0;covid-19 : ada kuliah online ga pernah masuk, tugas jarang ngumpul, senin uts belom bayarreal life : sama;-1.0;covid number ada kuliah online ga pernah masuk tugas jarang ngumpul senin uts belom bayarreal life sama;['covid', 'number', 'ada', 'kuliah', 'online', 'ga', 'pernah', 'masuk', 'tugas', 'jarang', 'ngumpul', 'senin', 'uts', 'belom', 'bayarreal', 'life', 'sama'];['covid', 'number', 'ada', 'kuliah', 'online', 'tidak', 'pernah', 'masuk', 'tugas', 'jarang', 'ngumpul', 'senin', 'uts', 'belum', 'bayarreal', 'life', 'sama'];['covid', 'number', 'ada', 'kuliah', 'online', 'tidak', 'pernah', 'masuk', 'tugas', 'jarang', 'ngumpul', 'senin', 'uts', 'belum', 'bayarreal', 'life', 'sama'];covid number ada kuliah online tidak pernah masuk tugas jarang ngumpul senin uts belum bayarreal life sama;covid number kuliah online pernah masuk tugas jarang ngumpul senin uts bayarreal life sama
792;792.0;PT Angkasa Pura II (Persero) memberlakukan jam operasional baru di 12 bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran Covid-19.Selengkapnya ;1.0;pt angkasa pura ii persero memberlakukan jam operasional baru di number bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran covid number selengkapnya;['pt', 'angkasa', 'pura', 'ii', 'persero', 'memberlakukan', 'jam', 'operasional', 'baru', 'di', 'number', 'bandara', 'guna', 'optimalisasi', 'layanan', 'dan', 'mendukung', 'pencegahan', 'penyebaran', 'covid', 'number', 'selengkapnya'];['pt', 'angkasa', 'pura', 'ii', 'persero', 'memberlakukan', 'jam', 'operasional', 'baru', 'di', 'number', 'bandara', 'guna', 'optimalisasi', 'layanan', 'dan', 'mendukung', 'pencegahan', 'penyebaran', 'covid', 'number', 'selengkapnya'];['pt', 'angkasa', 'pura', 'ii', 'persero', 'memberlakukan', 'jam', 'operasional', 'baru', 'di', 'number', 'bandara', 'guna', 'optimalisasi', 'layanan', 'dan', 'mendukung', 'pencegahan', 'penyebaran', 'covid', 'number', 'selengkapnya'];pt angkasa pura ii persero memberlakukan jam operasional baru di number bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran covid number selengkapnya;pt angkasa pura ii persero laku jam operasional baru number bandara optimalisasi layan dukung cegah sebar covid number lengkap
793;793.0;ADUN Bukit Semuja Sumbang Termometer Kepada Pusat Pemeriksaan Virus Covid-19 Serian.;2.0;adun bukit semuja sumbang termometer kepada pusat pemeriksaan virus covid number serian;['adun', 'bukit', 'semuja', 'sumbang', 'termometer', 'kepada', 'pusat', 'pemeriksaan', 'virus', 'covid', 'number', 'serian'];['adun', 'bukit', 'semuja', 'sumbang', 'termometer', 'kepada', 'pusat', 'pemeriksaan', 'virus', 'covid', 'number', 'serian'];['adun', 'bukit', 'semuja', 'sumbang', 'termometer', 'kepada', 'pusat', 'pemeriksaan', 'virus', 'covid', 'number', 'serian'];adun bukit semuja sumbang termometer kepada pusat pemeriksaan virus covid number serian;adun bukit semuja sumbang termometer pusat periksa virus covid number seri
794;794.0;Dari 924 RW di Depok, Kampung SIaga Covid-19 sudah terbentuk di 902 RW.;2.0;dari number rw di depok kampung siaga covid number sudah terbentuk di number rw;['dari', 'number', 'rw', 'di', 'depok', 'kampung', 'siaga', 'covid', 'number', 'sudah', 'terbentuk', 'di', 'number', 'rw'];['dari', 'number', 'rw', 'di', 'depok', 'kampung', 'siaga', 'covid', 'number', 'sudah', 'terbentuk', 'di', 'number', 'rw'];['dari', 'number', 'rw', 'di', 'depok', 'kampung', 'siaga', 'covid', 'number', 'sudah', 'terbentuk', 'di', 'number', 'rw'];dari number rw di depok kampung siaga covid number sudah terbentuk di number rw;number rw depok kampung siaga covid number bentuk number rw
795;795.0;Luna Maya Anggap Corona Covid-19 sebagai Ujian dalam Hubungannya degan Ryochin;-1.0;luna maya anggap corona covid number sebagai ujian dalam hubungannya degan ryochin;['luna', 'maya', 'anggap', 'corona', 'covid', 'number', 'sebagai', 'ujian', 'dalam', 'hubungannya', 'degan', 'ryochin'];['luna', 'maya', 'anggap', 'corona', 'covid', 'number', 'sebagai', 'ujian', 'dalam', 'hubungannya', 'degan', 'ryochin'];['luna', 'maya', 'anggap', 'corona', 'covid', 'number', 'sebagai', 'ujian', 'dalam', 'hubungannya', 'degan', 'ryochin'];luna maya anggap corona covid number sebagai ujian dalam hubungannya degan ryochin;luna maya anggap corona covid number uji hubung degan ryochin
796;796.0;Allahh ! Dah ada positive covid dahh kat blok aku nih;-2.0;allahh dah ada positive covid dahh kat blok aku nih;['allahh', 'dah', 'ada', 'positive', 'covid', 'dahh', 'kat', 'blok', 'aku', 'nih'];['allahh', 'sudah', 'ada', 'positive', 'covid', 'dahh', 'kat', 'blok', 'aku', 'ini'];['allahh', 'sudah', 'ada', 'positive', 'covid', 'dahh', 'kat', 'blok', 'aku', 'ini'];allahh sudah ada positive covid dahh kat blok aku ini;allahh ada positive covid dahh kat blok aku
797;797.0;Pemerintah pusat melalui Gugus Tugas Percepatan Penanggulangan Wabah COVID-19 Nasional mengirimkan bantuan APD (alat pelindung diri) sebanyak 40 koli (2000 pcs) dan 3.000 pcs masker ke Sulawesi Tenggara (Sultra).;2.0;pemerintah pusat melalui gugus tugas percepatan penanggulangan wabah covid number nasional mengirimkan bantuan apd alat pelindung diri sebanyak number koli number pcs dan number pcs masker ke sulawesi tenggara sultra;['pemerintah', 'pusat', 'melalui', 'gugus', 'tugas', 'percepatan', 'penanggulangan', 'wabah', 'covid', 'number', 'nasional', 'mengirimkan', 'bantuan', 'apd', 'alat', 'pelindung', 'diri', 'sebanyak', 'number', 'koli', 'number', 'pcs', 'dan', 'number', 'pcs', 'masker', 'ke', 'sulawesi', 'tenggara', 'sultra'];['pemerintah', 'pusat', 'melalui', 'gugus', 'tugas', 'percepatan', 'penanggulangan', 'wabah', 'covid', 'number', 'nasional', 'mengirimkan', 'bantuan', 'apd', 'alat', 'pelindung', 'diri', 'sebanyak', 'number', 'koli', 'number', 'pcs', 'dan', 'number', 'pcs', 'masker', 'ke', 'sulawesi', 'tenggara', 'sultra'];['pemerintah', 'pusat', 'melalui', 'gugus', 'tugas', 'percepatan', 'penanggulangan', 'wabah', 'covid', 'number', 'nasional', 'mengirimkan', 'bantuan', 'apd', 'alat', 'pelindung', 'diri', 'sebanyak', 'number', 'koli', 'number', 'pcs', 'dan', 'number', 'pcs', 'masker', 'ke', 'sulawesi', 'tenggara', 'sultra'];pemerintah pusat melalui gugus tugas percepatan penanggulangan wabah covid number nasional mengirimkan bantuan apd alat pelindung diri sebanyak number koli number pcs dan number pcs masker ke sulawesi tenggara sultra;perintah pusat lalu gugus tugas cepat tanggulang wabah covid number nasional kirim bantu apd alat lindung diri banyak number koli number pcs number pcs masker sulawesi tenggara sultra
