,Tweet,Sentimen,Emosi
528,".Kalau yg pernah terinfeksi covidDiberikan stempel apalagi dgn RFID Sebuah diskriminasi, Potensi kambuh..Masalah kesehatanAtau paru2 rusak..Asal jgn kayak bourne identity chip*stay safe & healthy",0.0,1
529,Makasih ya semoga semua WNI cerdas dlm bersikap dg Covid-19 ini,1.0,1
530,"Ada 15 menyuruh Covid-19 segera akan pergi ; 2. Jangan lagi berpakaian minim lagi ketat mengumbar aurat. Bukankah Covid-19 telah mendidik kita berpakaian serba tertutup?, dan memang kan semua agama Samawi memuliakan pakaian yang rapih, bersih dan sopan.",1.0,2
531,"New post (Bahas Kesiapan Daerah Tangani Covid-19, Walikota Parepare Vidcon Kemendagri) has been published on Baca Pesan -",1.0,1
532, hadiah kau masih tersangkut sebab covid 19  ,-1.0,-1
533,Sinar Mas Land benar-benar all out membantu memerangi virus corona (covid-19) di Indonesia.,1.0,2
534,Operasi Keselamatan Tinombala Covid 19 Polres Touna. ,1.0,1
535,covid to penghuni bumi 'emang ngapasi kalo ada gue? ZHOMBONG AMAT,-1.0,-2
536,Malminga kah ini?? jangan keluar rumah bahaya covid-19 waspada ok!!,1.0,1
537,Dan erupsi anak krakatau sementara ini berhasil menggeser perhatian dari covid-19 ,-1.0,1
538,Relawan Kec Pajarakan Kab Probolinggo Prov Jatim Siap melakukan pencegahan penyebaran wabah Covid-19.,1.0,1
539,Ini bau2nya dg meningkat jumlah positif covid-19 bisa sampai akhir tahun pembatasan sosialnya,-1.0,-1
540,Mari kita sama-sama memutuskan rantai Covid-19 dengan cara Pyhsical Distancing dan Social Distancing... ,1.0,2
541,"Malam admin, mau nanya, untuk pengiriman barang dari luar negeri/ USA masih bisakah terkait adanya Covid-19?",0.0,1
542,Yg patut digaris bawahi bukan hanya bertambahnya yg terinfeksi covid-19... tetapi perbandingan antara yg sembuh dan wafat.Lebih banyak yg wafat..adSemoga pendemi ini cepat berlalu,1.0,-1
543,"Aku sm adik2 yg lain ga ikut ke rs... gatau ini siapa yg jaga, malah setau aku ga boleh ada yg jaga biar ga rawan covid thankyou ci!",0.0,-1
544,"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dengan Tetap di Rumah, jangan mudik",1.0,1
545,Polisi Amankan Tiga Orang Yang Diduga Provokator Penolakan Pemakaman Jenazah Perawat Korban Covid-19,1.0,-2
546,ada poin di mana dia memang menggampangkan covid di bln februari. gw gemes jg wkt itu. tp skrg smua jg ga bisa liat masalah dgn lbh waras.,-1.0,-2
547,Jom nak pergi mana covid covid ni duduk rumah moha. ni ke sana ke sini ke sana ke sini,1.0,1
548,"Nah itu dia, Pimpinan daerah (Gubernur/Walikota/Bupati) adalah Ketua Gugus Tugas Penanggulangan Covid-19 di daerah masing-masing.",0.0,1
549,"Satu Warga Kuningan Dirujuk ke RS Darurat Covid-19 Citra Ibu, Dijemput Petugas Pakai APD Lengkap",1.0,-1
550,Mengapa Menolak Jenazah Covid-19,-1.0,-2
551,Pasien positif COVID-19 bertambah 2 orang lagi. Kini total kasus positif Corona di Jambi menjadi 4 orang.,0.0,-1
552,Covid Teknesi !,0.0,1
553,"Hai Cay, berhubung penerbangan kamu bukan termasuk dalam penerbangan berdampak Covid-19, kamu bisa temukan informasi mengenai refund kamu di sini",0.0,1
554,FKG Unhas gelar pekan solidaritas peduli COVID-19,1.0,2
555,Penyebaran COVID-19 di Makassar telah melalui trasmisi lokal,0.0,-1
556,"Gue punya alergi yang efeknya itu buat gue bersin, batuk dan mata gue berair. Saat pandemi COVID-19 ini, kebetulan alergi gue kumat. Dan apa ? Gue usaha buat nahan supaya ga batuk dan bersin saat lagi belanja kebutuhan kost diluar ruangan.",1.0,-1
557,haiya nk gi shensiong tapi takut  bukan pasal covid tapi pasal hais,0.0,1
558,"Bisa nggak sih, stop share hall yang menakutkan dan memuakkan tentang COVID-19. It's okey. Itu informasi penting emang, tapi jujur. Buat orang yang parnoan kaya gue, ini hal yang mengganggu banget. Gue kepikiran terus.",-1.0,-2
559,Update kasus Covid 19 hari ini bertambah 330 kasus baru positif sehingga totalnya menjadi 3842 kasus. Achmad Yurianto menambahkan bahwa pertambahan itu menandakan banyak warga yang belum disiplin.,0.0,-1
560,"Beli tong besarIsi sepenuh yang mungkinSimpanLpas Covid-19 beransur pulih, confirmed harga minyak naik balik.. By that time duit hang dah selamat, while orang lain tengah huha huha bising harga minyak melambung sambil menyalahkan kerajaan tak kawal kenaikan harga.Believe me!",0.0,1
561,"jadi pas itu aku malakin masku, karena covid kan gak bisa pergi jauh buat beli kado.barusan diajak ke indoapril, dia nyuruh aku ambil apa yang aku mau. berasa ditantang, so ya aku ambil ini semua. pas ditotal nominalnya sesuai sama apa yang aku palakin WKWKWKWKWK",-1.0,-2
562,"bukan lebay gimana gimana sih sama covid-19 ini, cuma sekarang lagi tinggal sama keluarga bkn di apart, jadi kalau w kena trus mati ya gak papa kalau mati sendirilah kalau ke keluarga? udah mati aja masih nyusahin w :",-1.0,-2
563,Update sebaran Covid-19 di Kabupaten Bojonegoro per tanggal 11 April 2020 pukul 15.00 WIB.,0.0,1
564,"Penanganan Covid-19, Warga Berkukuh Tolak Islamic Center Kotabumi Jadi Tempat Isolasi",-1.0,-2
565,Covid-19 dtg rumah.,-1.0,-1
566,"Knp sebagian marah kepada LBP krn di tengah wabah Covid 19, LBP justru terkesan tdk serius melawan wabah Covid 19 dengan membela kedatangan TKA China di saat aturan sdh melarang, selain itu jg terkesan memaksakan pindah IKN di saat negara justru kumpulkan sumbangan tuk covid 19",0.0,-1
567,min ini kenapa pamnya mati ya?Kp. Setu bintara jaya rt/rw 08/02010507008034Ada aja lagi covid 19 gini pake mati segala. Ini gimana coba mau cuci tangan segala macem kalo air mati?,-1.0,-1
568,"Dari dulu juga pak Jokowi suka suka membagikan rejeki ke masyarakat yang membutuhkan, gausah menprovokasi seakan akan itu tidak baik, kalau lu gasuka yagausah komentar, cukup diam saja, daripada mmperkeruh suasana, afau lu jadi relawan covid sana..",1.0,-2
569,PMI Muba Buka Pendaftaran Relawan Kemanusiaan Hadapi Covid-19,1.0,2
570,"Selamatkan Indonesia, dengan selalu kenakan masker saat keluar rumah. Mari jadikan masker sbg kebutuhan pokok saat ini. Semoga Pandemi Virus Corona Covid-19 segera berlalu.",1.0,-1
571,"semoga secepetnya ini virus covid-19 ngilang, dan kita semua bisa beraktifitas dengan normal kembali.",1.0,-1
572,Waktu ngelebelin status peserta test covid . Merah aku isi pdi. Biru aku isi demokrat atau pan ya?,0.0,-2
573,Lama2 eneg juga liat driver ojol ini. Makin ngelunjak. Emangnya cuma kalian apa yg terdampak covid 19 ini. Semua tau!!! Gimana ne mentri yg punya? Urus dong diver2nya. Koq negara yg jd repot dibuat,-1.0,-2
574,Susah gila nak control org tua nie...hari2 riso jea...apa lg dia nak buat setiap hari...x control nanti effect semua org..stresss nya...dahla kena wfh...Ya Allah cepat la reda covid nie aminnn..,1.0,-1
575,"Dulu pas mau sakit selalu bilang ke temen gini : ""Teman... tolong dong infusin""""Teman aku sakit, bawain obat yaa""__Nah sekarang ??Mau ngomong pusing, flu, batuk, panas, sesak nafas. Takut dikira kenak covid-19 ",0.0,-1
576,GARIS PANDUANAmalan Langkah Pencegahan COVID-19 Industri Pembinaan,1.0,2
577,"Dampak Covid-19, Ketua AMPI Palas Bagikan Sembako kepada Abang Becak",1.0,1
578,"anda melakukan hoax terberat dalam kasus covid-19 dimana kalimat anda berupa statement bukan seperti pakar yg hanya bisa memperkirakan. anda telah menciderai profesi sbg pengacara, pantesan anda kalah dlm gugatan pilpres, gak heran sih twit anda menggambarkan kualitas anda.bye",-1.0,-2
579,"pengen banget optimis keadaan bakal secepatnya pulih lagi,tp kenyataanya melow tiap hari..blm jg si covid membaik udh ada dentuman lagi. yaallah sampe kapan",1.0,-1
580,HIMBAUAN Untuk Masyarakat Pamoyanan Agar Sementara Waktu Bekerja Dan Beribadah Memutus Rantai Penyebaran Wabah Penyakit Covid-19.,1.0,1
581,Bagaimana Mekanisme Membentuk Desa Tanggap COVID-19 dan Relawan Desa Lawan COVID-19,0.0,2
582,mari basmi kegabutan serta covid,1.0,2
583,Akibat dari kurang nya pengetahuan tentang penyebaran virus COVID-19. Mengakibatkan warga menjadi ketakutan yang berlebihan.,1.0,1
584,Iya yang aku mau di rumah aku mau di rumah aku mau di rumah akuAutocorrect versi covid,0.0,1
585,Hah pergi la gunting rambut..arini pergi sok lusa positive covid,-1.0,-2
586,Informatorium Obat COVID-19 di Indonesia Maret 2020,-1.0,2
587,Putus Wabah Covid-19 dengan Tetap Dirumah Aja..,1.0,2
588,Selamat malam travelers..  Di tengah Pandemi Covid-19 ini Gardi Tour masih tetap standby ya travelers..WFH senin-jumat : 10.00 - 16.00Untuk informasi seputar traveling bisa hubungi :0818-0608-8804 |,0.0,2
589,"Negara kita bukan masalah covid,tp org2nya yg aneh,yg mw bikin rusuh,yg provokator lah,salah juga sih pemerintah ga pernah sosialisasi kemasy buat menghormati sesama/tenaga medis,yg diputer sinetron,kekerasan makanya masyaraktnya kerasss",-1.0,-2
590,"Kedatangan dan kehadiranmu menggucang kami dan seluruh dunia..Tak kuasa menahan arus yang engkau sebarkan, itulah covid 19,,tapi kami selalu yakin ini akan berakhir atas Kuasa Alloh.,.Ya Alloh izinkan kami menikmati bulan Ramadhan yang sebentar lagi tiba.",1.0,-1
591,"Kok aku agak heran ya, di beberapa daerah di jateng yg positif covid baru2 ini lumayan banyak kasusnya ternyata dari acara di Gowa itu. Bukannya udh dicancel ya acaranya dan itu udah lama juga kan ya kayaknya udah mau sebulan",-1.0,-2
592,SETIAP TINDAKAN ADA KONSEKUENSINYA dibaca untuk memahami mengapa manusia harus berbicara dan bertindak hati- hati/serampangan.,1.0,-2
593,sedap gak nama covid lee tu,0.0,-1
594,Erm rasa dah boleh simpan la rambut ni.bile betul betul Covid 19 dah Hilang.PKP pun dah takde baru la tunggu masa umi bising ,0.0,1
595,"Covid, dentuman, gunung berapi :')",0.0,-1
596,"Cegah penyebaran Covid-19, Lanud ZAM distribusikan APD",1.0,2
597,"Pandemi Covid-19 ini mengajarkan kita banyak hal. Bagaimana kita menjadi orang yang lebih sabar, bersyukur & berhemat. Dan mengajarkan para kaum hawa untuk perawatan dan merindu. Merindukan segala aktivitas diluar rumah",1.0,2
598,Segala keputusan ini hanya akan mencipta kluster baru..adakah sebahagian menteri atau pihak yg terlibat dlm dasar ini tahu apakah objektif MCO dan pencegahan wabak covid-19,0.0,-2
599,"Saya do'akan kita semua sehat wal afiat dan musibah covid ini sgr berlalu, tpi jk Allah berkehendak memanggil Bpk lbh cepat ya kami ikhlas krn itu sdh takdir. Mungkin ini cara terbaik untuk Bpk reuni, krn reuni didunia saat ini tdk perbolehkan..",-1.0,-1
600,"jenazah tenaga medis covid ditolak warga dimakamin di lingkungan sekitarnya. kalo semua warga punya pikiran gitu, siapa yang mau jadi tenaga medis cok?",-1.0,-2
601,Bantu ngerawat pasien covid aja bin. Tapi ga pakek Apd wkwk,-1.0,-1
602,"baik jugaa, di daerah kamu gimana covid? stay safe yaa",1.0,1
603,"Saya belum lihat video versi full nyaSebetulnya vitamin dan obat2an pendukung, atau spesifik obat untuk covid-19 ?",0.0,1
604,Wah dinas sosial rasis banget nih,-1.0,-2
605,"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dngan Tetap di Rumah, jngan mudik, gnakan Masker, jga Kebersihan serta Cuci Tangan",1.0,1
606,"Gara2 abis ngasih donasi ke rumah sakit, batuk2 dikit lgsg parno.. krn td di RSU ngelewatin ruang isolasi pasien covid pdhl mah batuk biasa akibat minum dingin mulu dr kmrn. Asal jgn sampe mak w dgr, takut bsk pagi bgn2 rumah kosong krn sekelurga pada kabur krmh abang w",-1.0,-1
607,"Dear ojol, hidup yg susah selama covid-19 bukan kalian aja. Banyak pemulung dan tukang jualan yg jauh lebih susah dibanding kalian. Yuk main-main ke daerah rumah saya, bahkan mereka pasrah kalau mati karna kelaparan",-1.0,-2
608,Yg aing heran dari orang yg nolak jenazah korban covid-19. Emang mau pada tiap hari main/nongki di makam atau pada takut kalo virusnya jalan sendiri dr makam terus ngetok pintu rumah masing2 warga. Kan enggak kan cuy. Bingung aing,0.0,-2
609,"Hasil laporan Dinas Kesehatan Kabupaten/Kota dan RS Rujukan Covid di DIY Update hari Sabtu, tanggal 11 April 2020, pkl. 16.00 WIB sebagai berikut:",0.0,1
610,Kementerian sesama mereka tak berbincang ke sis.. jangan lah jadi mcm kerajaan lama x de WhatsApp group dah lah covid senang merebak tak pasal satu kampung kena kurung nnti,0.0,-2
611,"Laporkan Satu Kematian Akibat Covid-19, Wali Kota Minta Masyarakat Dukung Upaya Pencegahan Covid-19 -",1.0,-1
612,"Tetaplah semangat Saudara ku.Seorang Mukmin dengan Mukmin lainnya seperti satu bangunan yang tersusun rapi, sebagiannya menguatkan sebagian yang lain.Dan beliau merekatkan jari-jemarinya..Follow",1.0,2
613,Saya setuju. Mmg smua terkesan. Tp inilah cara utk kita putuskan rantaian covid. Be strong semua ,1.0,2
614,"11 April 2020 | Sabtu. Penugasan Di Kawasan TumpuanATM, Pasar Raya & Pasar Awam (PKP) Fasa ke-2  ",0.0,1
615,Covid-19 sudah dapat dipastikan berdampak negatif terhadap perekonomian dan ujung-ujungnya penerimaan negara juga terkena imbasnya. ,-1.0,-1
616,"Soal Warga Positif COVID-19 Pasca Hadiri Pernikahan di Tenggarong, Ini Penjelasan Kadinkes",0.0,1
617,Sikap Gubernur dalam memberikan penghormatan kepada tenaga medis yang meninggal akibat covid-19 akan disiapkan pemakaman di Taman Makam Pahlawan.,1.0,-1
618,"Ayo lawan Covid-19 dengam menjauhi tempat ramai, dekati tempat sepi... seperti hatiku misalnya",0.0,-1
619,"Dlm konteks percakapan ini yg saya maksud negara itu adalah pemerintah pusat,merekalah yg plg bertanggung jawab mengatasi masalah skala nasional seperti pandemic covid 19 ini. bukan local government tingkat provinsi atau kelurahan mngingat kewenangn &anggaran yg relatif terbatas",-1.0,-2
620,6 mantappppp. Kasi hbs covid dlu skg cari ilham la haha,1.0,1
621,Co-CEO Gojek Kevin Aluwi mengatakan aktivitas  masyarakat Ibukota mungkin melambat dengan pemberlakuan Pembatasan Sosial Berskala Besar (PSBB) guna menekan penyebaran Covid-19.Selengkapnya ,0.0,1
622,"Update 11/4 Pukul 18.00 Wib Covid 19 Tuban :  3Hari ini ada satu PDP baru dari kecamatan Plumpang saat ini dirawat di RSUD Tuban, 2 PDP sebelumnya dan 1 Orang positif sudah mulai membaik, bisa berkatifitas",0.0,2
623,Masukkan aja ruang isolasi yg + covid 19.,-1.0,-1
624,"Covid-19: Alumni Relief Fund - Bahagia Berbagi dengan Sahabat Alumni ""Dari Kita Untuk Kita"". DPW JABODETABEK",1.0,2
625,MASIH COVID WOYYYY,0.0,-2
626,korang yang degil gitu je tak tahu nak duduk diam kat rumah hahaha harap harap korang kene covid je hahaha mati je lah korang,-1.0,-2
627,"Antisipasi Penyebaran Virus Covid-19, ini arahan Gubernur Jatim",1.0,1
628,Otak Dagang di tengah Covid-19asli Padang (Pandai Dagang )...hehehe,0.0,1
629,Lg covid,-1.0,-1
630,Anak bulu sakit ditengah covid gini pikiran aku udah kacau bgt,0.0,-1
631,Ayo bersama kita cegah Virus Covid 19 !!!Rindu keluarga dan saudara cukup vidio collTUNDA MUDIKMUUNTUK KITA UNTUK SEMUA UNTUK INDONESIA,1.0,-1
632,"langsung, bersama Ustadz Abdul Rahman Mubarak, LC dengan pembahasan""Masalah-masalah Fiqih Covid-19""",1.0,2
633,Mohon doanya agar wabah Covid-19 sgr berlalu & umat Islam bs menyambut Ramadhan dgn tenang. ,1.0,-1
634,"Tengok, betapa besarnya tugas aku time covid-19 ni. Menjadi orang tengah dalam sesebuah hubungan percintaan. Tapi tulah, takda siapa nak kisah kan ",1.0,-1
635,"1. Langkah pemerintah hari ini yang berubah-ubah rencana dalam menghadapi pandemi Covid-19, membuka topeng potret yang sebenarnya sosok penguasa dalam peradaban sekuler, Negara Demokrasi",0.0,-2
636,Bagaimana barber boleh share virus Covid-19,0.0,1
637,Semenjak pandemi covid 19 banyak chef dadakan di instagram....,0.0,2
638,"Bantu Keluarga Berdampak Covid, PKB Kuningan Bidik Keluarga Tak Mampu",1.0,2
639,"Halo kini sudah saatnya kita bergerak melawan Covid-19, ayo jadi pejuang informasi, Indonesia butuh kamu sebagai pengelola admin/situs maupun pemilik blog personal dan citizen journalist dengan",1.0,1
640,Jumlah bilangan mereka yang mengalami simptom dilihat lebih tinggi pada berbanding dengan berat berlebihan atau digelar sebagai faktor yang berpotensi menjadi pemangkin.,0.0,1
641,wakakakkaka... agaknya Puteri Cahaya boleh tolong time covid ni tak? ,0.0,2
642,"Seriously semua orang harus aware soal ini, please baca artikel dari straitstime ini deh. Bayangkan 36 orang tiap 1 juta penduduk apakah bisa merepresentasikan jumlah asli penderita covid-19? 36 setiap sejuta penduduk dan ada 271 juta penduduk di Indonesia.",0.0,1
643,Tbh pergi beli barang essential pon boleh kena covid. ,0.0,1
644,Jangan Kucilkan ODP dan PDP Covid-19,1.0,-2
645,Saatnya untuk saling membantu ntuk pelanggan lama maupun yg baru khusus pijat tradisional & kesehatan selama masa covid diskon 50% dr tarif normal...Semoga dapat membantu bagi yg membutuhkan untuk meningkatkan IMUNITAS. Mhn di retweet ya biar semakin banyak yg terbantu,1.0,-1
646,"Salam OlahragaTugas Penjas untuk 2 minggu ini ya guys,Materi : Penyakit MenularSub Materi : Virus Covid-19Pertemuan : 2x",0.0,2
647,Hangpe ni elok mati jelah dgn covid tu. Kecik2 taknak mati dah besor menyusahkan org. Bodoh punya manusia2 acah2 elit ni. Buto elit,-1.0,-2
648,"Yuk bantu tim medis, pemerintah dan tim garda depan lainnya buat minimalisir penyebaran COVID-19 dg mematuhi peraturan PSBB yg resmi dijalanin sejak Jumat, 10 April 2020.",1.0,2
649,"Kasus Positif COVID-19 di Indonesia Melejit Drastis Menjadi 3.842, Sembuh 286 lewat Indonesia",0.0,-1
650,Kementerian Kesihatan akan menambah makmal pengesanan COVID-19 baharu di Johor sebagai langkah kesiapsiagaan dan usaha mengekang penularan wabak itu di negeri itu - Menteri Kesihatan,1.0,2
651,"Framing kebebasan berpendapat sbg rezim otoriter, lanjut gerakin anarko, pengemudi ojol gadungan, diksi PKI diramein lagi di Medsos.Bohir orba yg sdh lama haus kekuasaan sdg mencuri panggung ditengah penanganan wabah COVID-19.Ndak akan berhasil, pola lama yg sdh BASI",-1.0,-2
652,yg nolak pemakaman jenazah covid semoga nanti ditolak surga ya lu pada,-1.0,-2
653,"Biasanya yg jadi judul di sinetron-sinetron Hidayah itu Azab Orang yang bla bla bla, Jenazah Ditolak Bumi. Lah ini, pemberitaan Covid-19  Jenazah Ditolak Warga. HEH WARGA!!!! Jangan ngadi-ngadi lu! Gausah bikin makin repot!! HIH SEWOT AKUTU",-1.0,-2
654,Tiga Warga Magelang Dirawat Terkait Covid-19 RS Budi Rahayu Tertutup Untuk Pasien Umum,1.0,-1
655,"Provokator Penolak Jenazah Covid-19 Ditangkap Polda Jawa Tengah, Ini Rinciannya",0.0,1
656,Update covid-19 prov papuaSarmi mengalami kenaikan.Lindungi semua hambamu Ya Allah..,1.0,-1
657,"Gue jg kadang suka kepikiran kali lg covid begini trs tbtb ada bencana besar (gempa/tsunami) gmn ya, tp ya random thoughts aja gitu. Inilah herannya org indo, ngasih tau fakta covid dibilang bikin panik giliran mitos indigo lo baca ampe kelar. Buset.",-1.0,-2
658,Jubir Covid-19 Minta Warga Tak Menolak Jenazah Corona ,1.0,-2
659,males komentar udah tau lg covid 19malah pengen kumpul2 parahhhhhh...,-1.0,-2
660,"Tetap Terima Pelanggan, Tukang Gunting Rambut Meninggal Dunia Angkara COVID-19",-1.0,-1
661,"Pesan Pencegahan Covid-19 Disorot, Ridwan Kamil Pakai Masker Gambar Syahrini: Corona Hus Sanah!",1.0,-2
662,3 Terduga Provokator Penolakan Jenazah Perawat Semarang Diamankan Polisi Terimaksih Polri saya apresiasi tindakan polisi yg memproses org yg menghalagi pemakaman jenazah covid-19. Biar ada efek jera &  tidak terjadi lagi di tempat lain. ,1.0,2
663,"Banjir, Covid-19, Dentuman Misterius, sekarang prediksi gempa. Gua up sama 2020",-1.0,1
664,"Bupati Klaten menghimbau masyarakat untuk tidak takut, tidak panik lakukan PHBS, makan makanan yang bergizi, dan berjemur antara jam 9-10 pagi selama 10-15 menit guna pencegahan Covid-19",1.0,2
665,"sidakarya, pakerisan, panjer, pancoran, sesetan. red zone sudah covid ",0.0,-1
666,"Ini ngapa si ada yg mara mara""Tobat ya tobat aja, ngp segala ngetwit sih. Pake segala nanya apa masih bisa""Yaampun mase nanti kita jalan jalan ke pantai ya kalo covid-19 dah kelar, ku mau menenggelamkan kamu, bersama kejulidan mu, anying sia! Serius amat sih",-1.0,-1
667,"Cegah Penularan Covid-19, PTSP Serahkan Tempat Cuci Tangan untuk Balai Kota Padang dan Pasar Nanggalo",1.0,1
668,Untuk pasien positif/terkonfirmasi Covid-19 baru berjumlah 1 orang. Total pasien positif/terkonfirmasi Covid-19 di Klaten sampai hari ini berjumlah 2 orang,0.0,-1
669,"Kasus pasien meninggal dunia akibat Covid-19 pertama kalinya terjadi di Kalimantan Utara 1 orang, kemudian NTB 2 orang, dan Sulawesi Tenggara 4 orang.",0.0,-1
670,"Berhubung dengan adanya virus COVID-19 jika kalian ada menemukan benjolan di bawah kelamin jangan takun,itu biji kontol",-1.0,-2
671,CDC mengumumkan setiap orang wajib pakai masker di tempat umum untuk cegah penyebaran COVID-19. Tapi apakah aturan itu berlaku bagi orang-orang yang olahraga?,0.0,1
672,"Pakar Peringatkan, Indonesia dan India Berpotensi Jadi Episenter Baru Covid-19",-1.0,1
673,"pak mohon ditindak lanjuti perumahan sigi permai kota semarang, kec. Pedurungan, Kel, trogomulyo, akan mengadakan gotong royong malah akan melakukan senam bersama mohon dapat di mediasi karen tidak boleh mengumpulkan orang pada masa pandemi covid 19 ini,",1.0,1
674,"Di masa pandemi covid-19 seperti sekarang ini harga kebutuhan pokok cenderung naik harganya, salah satu jurus untuk meredam itu adalah alokasi impor raw sugar agar dpt diubah menjadi GKP dan diharapkan dapat mencukupi kebutuhan gula dalam negeri dan dapat menekan harga.",1.0,-1
675,Menolak pemakaman jenazah pasien Covid-19. Takut sumber air tercemar. Bukan foto saya btw.,-1.0,-2
676,"Perusahaan Farmasi Indonesia, PT Dexa Medica, telah siap memproduksi obat pasien Corona (Covid-19). Obat jenis hydroxy chloroquine ini akan disalurkan ke sekitar 5.000 pasien di seluruh Tanah Air.Direktur PT Dexa",1.0,2
677,"Warga pendatang udah patuh, gak mudik, keluar rumah cuma buat cari makan atau sembako.. yg warga lokal asik aja kongko2, main2.. kapan mau kelar ya covid kalo gini",0.0,-2
678,Hi SuroboyokuSemangat Menghadapi Pandemi Covid 19 Mari sedikit berbagi untuk para pejuang medis dan beberapa yang membutuhkan bantuan makanan . Dengan Cara membeli HUNGRY BOX Rp.35.000 saja di fresqa bistro,1.0,2
679,11 april 2020UPDATE infografis sebaran virus COVID-19 wilayah kaltim.,0.0,1
680,Aparat Desa Srimahi Tambun Bekasi Gandeng BEM STAI Attaqwa Cegah Covid-19 -,1.0,1
681,Pengen rasanya nebar tanah suci ke rumah orang-orang yang nolak jenazah pasien covid-19 biar rumahnya buat berdoa orang terus. Huffttt,-1.0,-2
682,Syarat Penerima Bantuan Covid-19 di Bangka Belitung Harus Beragama Islam.,-1.0,-1
683,"Update informasi terkait situasi Covid-19 berdasarkan data dari Dinas Kesehatan Kabupaten Klaten, per Sabtu, (11/4) pk. 12.00 WIB :Cc. -A Thread_",0.0,1
684,", , tersebar surat yg isinya penerima bantuan C-19 harus beragama Islam.Cc",-1.0,-1
685,Sebanyak 10 warga Provinsi Gorontalo terindikasi positif COVID-19 usai mengikuti rapid test.,0.0,1
686,Ditengah covid-19 BMI tetap istiqomah memberikan bantuan rumah layak huni,1.0,2
687,"Atas nama masyarakat dan negara, saya mengucapkan terima kasih &  memberikan penghargaan setinggi-tingginya kepada Para Dokter, Perawat, Tenaga Medis, TNI, Polri & Sukarelawan yg bersinergi dalam penanganan penyebaran Covid-19",1.0,2
688,Saya berdoa semoga wabah pandemi covid-19 di segala penjuru Nusantara dan Dunia cepat berakhir. Amiin | Siap mendukung Program Pemerintah untuk MENUNDA MUDIK tahun ini. Bersama Kita Bisa,1.0,-1
689,Google dan Apple berkolaborasi untuk membuat sistem pelacak penyebaran virus corona baru (COVID-19) yang berpotensi menjangkau sepertiga populasi dunia.Selengkapnya,1.0,2
690,"Perluas Akses Belajar di Masa Covid-19, Mendikbud Luncurkan Program Belajar dari Rumah di TVRI lewat",1.0,2
691,Fakhrul Zaman sampaikan mesej patuhi PKP menerusi lukisan mural,-1.0,2
692,Polres Kabupaten Madiun Susun Strategi untuk Mencegah Penyebaran COVID-19 di Wilayahnya - Pikiran Rakyat,1.0,1
693,"Pasien Covid-19 Meninggal di Indonesia Bertambah 21, Sembuh 4",0.0,-1
694,Ini yang membuat mamah aing maksa maksa aing untuk mengundurkan diri jadi tim covid-19,-1.0,-2
695,"Kasus Covid-19 di Indonesia Bertambah 330, Total 3.842 Orang",0.0,-1
696,semoga ada planning indah dari Allah lainnya untuk kak ran dan semua army!!  berdoa banyak2 agar covid ni lekas pergi dr bumi kita,1.0,-1
697,Per tahun covid nya diapgred,-1.0,-1
698,AA Warga Duri Dinyatakan Sembuh dari Covid-19,1.0,2
699,PB HMI dan Bakornas LKMI menyerahkan bantuan berupa snak dan hand sanitizer kepada teman-teman relawan dapur rakyat yang di inisiasi oleh mahasiswa ciputat dimasa pandemi covid-19..Trimakasih kepada seluruh pihak,1.0,2
700,Kegiatan selama Covid_19,0.0,1
701,"aku sakit kepala diakun sebelah isinya covid, pemerintah, pansos, deel. yaudah mending menepi disini ditemani asupan oppa oppa tamvan yg lewat di tiel",-1.0,1
702,"Eh baru nyadar virus covid-19 bisa bertahan lama di air. Ga jadi jdi paus ah, mau naik roket aja ke saturnus ",-1.0,1
703,Takut kena covid si bpknya,0.0,1
704,Siap pak Menteri... Kaltim Siap.Lawan Covid-19,1.0,2
705,"36554 jumlah napi yang telah dilepas!!!Kurang berat gimana lagi beban rakyat. Harus waspada dg Covid-19, plus ditambah was-was dengan virus masyarakat. Kalo ada apa2, yg dipanggil skrg pun bukan cuma polisi, mesti ada tenakesnya.",-1.0,-1
706,UPDATE data terbaru Covid-19 di Indonesia pada tanggal 11 April 2020Total: 3.842 Orang (+330)Sembuh: 286 Orang (+4)Meninggal Dunia: 327 Orang (+21)  ,0.0,-1
707,"Kepedulian Terhadap Masyarakat Disaat Menyebarnya Covid-19, ""Ini yang Dilakukan Manajer Kebun Gunung Para""",1.0,2
708,"terlalu fokus lu semua sm covid, baby krakatau dan indigo sampe lupa klo garaga udaah ditemuin lagi.",-1.0,-2
709,"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dengan Tetap di Rumah, jangan mudik, gunakan Masker, jaga Kebersihan serta Cuci Tangan",1.0,2
710,"Pengen bersin kali, tapi takut di bilangin covid-19",-1.0,1
711,"Baru kali ini gue kepengen potong rambut ke salon krn pgn model baru, tp krn si covid ini ujung2nya potong lagi sendiri dirumah dgn model flat oh what a life!",0.0,1
712,Covid mempersulit semuanya,-1.0,-2
713,"Tentang aku, kamu, dia dan covid 19.",-1.0,1
714,"Lawan Corona Covid-19, Paulo Sergio: Kita Harus Berkolaborasi dengan Pemerintah",1.0,2
